"store_id","store_name","store_city","store_location","product_id","product_name","product_category","product_cost","product_price","stock_on_hand","inventory_status","previous_units_sold","recent_units_sold","average_daily_units","days_of_stock_coverage","demand_change_percent","unit_margin","estimated_recent_revenue","estimated_recent_gross_profit","inventory_value_at_cost"
36,"Maven Toys Morelia 1","Morelia","Downtown",9,"Dino Egg","Toys",9.99,10.99,19,"positive_stock",86,40,0.44,42.8,-53.5,1.00,439.60,40.00,189.81
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",9,"Dino Egg","Toys",9.99,10.99,10,"positive_stock",328,271,3.01,3.3,-17.4,1.00,2978.29,271.00,99.90
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",9,"Dino Egg","Toys",9.99,10.99,6,"positive_stock",283,347,3.86,1.6,22.6,1.00,3813.53,347.00,59.94
39,"Maven Toys Xalapa 2","Xalapa","Downtown",9,"Dino Egg","Toys",9.99,10.99,6,"positive_stock",227,92,1.02,5.9,-59.5,1.00,1011.08,92.00,59.94
40,"Maven Toys Toluca 2","Toluca","Commercial",9,"Dino Egg","Toys",9.99,10.99,11,"positive_stock",42,172,1.91,5.8,309.5,1.00,1890.28,172.00,109.89
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",9,"Dino Egg","Toys",9.99,10.99,18,"positive_stock",157,113,1.26,14.3,-28.0,1.00,1241.87,113.00,179.82
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",9,"Dino Egg","Toys",9.99,10.99,30,"positive_stock",314,228,2.53,11.8,-27.4,1.00,2505.72,228.00,299.70
43,"Maven Toys Durango 1","Durango","Downtown",9,"Dino Egg","Toys",9.99,10.99,4,"positive_stock",161,58,0.64,6.2,-64.0,1.00,637.42,58.00,39.96
44,"Maven Toys Puebla 3","Puebla","Residential",9,"Dino Egg","Toys",9.99,10.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,1.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",9,"Dino Egg","Toys",9.99,10.99,0,"confirmed_zero_stock",248,358,3.98,0.0,44.4,1.00,3934.42,358.00,0.00
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",9,"Dino Egg","Toys",9.99,10.99,22,"positive_stock",128,78,0.87,25.4,-39.1,1.00,857.22,78.00,219.78
47,"Maven Toys Monterrey 4","Monterrey","Commercial",9,"Dino Egg","Toys",9.99,10.99,6,"positive_stock",106,168,1.87,3.2,58.5,1.00,1846.32,168.00,59.94
48,"Maven Toys Saltillo 2","Saltillo","Commercial",9,"Dino Egg","Toys",9.99,10.99,13,"positive_stock",124,37,0.41,31.6,-70.2,1.00,406.63,37.00,129.87
49,"Maven Toys Culiacan 1","Culiacan","Downtown",9,"Dino Egg","Toys",9.99,10.99,25,"positive_stock",316,343,3.81,6.6,8.5,1.00,3769.57,343.00,249.75
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",9,"Dino Egg","Toys",9.99,10.99,7,"positive_stock",108,161,1.79,3.9,49.1,1.00,1769.39,161.00,69.93
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",10,"Dinosaur Figures","Toys",10.99,14.99,22,"positive_stock",65,47,0.52,42.1,-27.7,4.00,704.53,188.00,241.78
2,"Maven Toys Monterrey 1","Monterrey","Residential",10,"Dinosaur Figures","Toys",10.99,14.99,10,"positive_stock",56,46,0.51,19.6,-17.9,4.00,689.54,184.00,109.90
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,54,"positive_stock",50,36,0.40,135.0,-28.0,4.00,539.64,144.00,593.46
4,"Maven Toys Saltillo 1","Saltillo","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,8,"positive_stock",65,95,1.06,7.6,46.2,4.00,1424.05,380.00,87.92
5,"Maven Toys La Paz 1","La Paz","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,39,"positive_stock",66,129,1.43,27.2,95.5,4.00,1933.71,516.00,428.61
6,"Maven Toys Mexicali 1","Mexicali","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,52,"positive_stock",61,90,1.00,52.0,47.5,4.00,1349.10,360.00,571.48
7,"Maven Toys Monterrey 2","Monterrey","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,36,"positive_stock",211,161,1.79,20.1,-23.7,4.00,2413.39,644.00,395.64
8,"Maven Toys Pachuca 1","Pachuca","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,54,"positive_stock",7,0,0.00,NULL,-100.0,4.00,0.00,0.00,593.46
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,69,"positive_stock",29,45,0.50,138.0,55.2,4.00,674.55,180.00,758.31
10,"Maven Toys Campeche 1","Campeche","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,57,"positive_stock",134,70,0.78,73.3,-47.8,4.00,1049.30,280.00,626.43
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,17,"positive_stock",0,0,0.00,NULL,NULL,4.00,0.00,0.00,186.83
12,"Maven Toys Chetumal 1","Chetumal","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,17,"positive_stock",185,39,0.43,39.2,-78.9,4.00,584.61,156.00,186.83
13,"Maven Toys Mexicali 2","Mexicali","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,84,"positive_stock",218,222,2.47,34.1,1.8,4.00,3327.78,888.00,923.16
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,32,"positive_stock",84,54,0.60,53.3,-35.7,4.00,809.46,216.00,351.68
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,39,"positive_stock",65,62,0.69,56.6,-4.6,4.00,929.38,248.00,428.61
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,43,"positive_stock",10,8,0.09,483.8,-20.0,4.00,119.92,32.00,472.57
17,"Maven Toys Toluca 1","Toluca","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,67,"positive_stock",71,48,0.53,125.6,-32.4,4.00,719.52,192.00,736.33
18,"Maven Toys Merida 1","Merida","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,16,"positive_stock",0,0,0.00,NULL,NULL,4.00,0.00,0.00,175.84
19,"Maven Toys Puebla 1","Puebla","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,45,"positive_stock",55,39,0.43,103.8,-29.1,4.00,584.61,156.00,494.55
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,34,"positive_stock",85,145,1.61,21.1,70.6,4.00,2173.55,580.00,373.66
21,"Maven Toys Santiago 1","Santiago","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,13,"positive_stock",71,123,1.37,9.5,73.2,4.00,1843.77,492.00,142.87
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,64,"positive_stock",59,41,0.46,140.5,-30.5,4.00,614.59,164.00,703.36
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,35,"positive_stock",118,44,0.49,71.6,-62.7,4.00,659.56,176.00,384.65
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,19,"positive_stock",144,76,0.84,22.5,-47.2,4.00,1139.24,304.00,208.81
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,8,"positive_stock",100,84,0.93,8.6,-16.0,4.00,1259.16,336.00,87.92
26,"Maven Toys Campeche 2","Campeche","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,25,"positive_stock",0,12,0.13,187.5,NULL,4.00,179.88,48.00,274.75
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,45,"positive_stock",12,6,0.07,675.0,-50.0,4.00,89.94,24.00,494.55
28,"Maven Toys Puebla 2","Puebla","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,8,"positive_stock",91,106,1.18,6.8,16.5,4.00,1588.94,424.00,87.92
29,"Maven Toys Xalapa 1","Xalapa","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,45,"positive_stock",56,130,1.44,31.2,132.1,4.00,1948.70,520.00,494.55
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",10,"Dinosaur Figures","Toys",10.99,14.99,55,"positive_stock",245,273,3.03,18.1,11.4,4.00,4092.27,1092.00,604.45
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",10,"Dinosaur Figures","Toys",10.99,14.99,139,"positive_stock",0,73,0.81,171.4,NULL,4.00,1094.27,292.00,1527.61
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",10,"Dinosaur Figures","Toys",10.99,14.99,138,"positive_stock",0,0,0.00,NULL,NULL,4.00,0.00,0.00,1516.62
33,"Maven Toys Monterrey 3","Monterrey","Airport",10,"Dinosaur Figures","Toys",10.99,14.99,12,"positive_stock",98,81,0.90,13.3,-17.3,4.00,1214.19,324.00,131.88
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,57,"positive_stock",84,137,1.52,37.4,63.1,4.00,2053.63,548.00,626.43
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,86,"positive_stock",88,192,2.13,40.3,118.2,4.00,2878.08,768.00,945.14
36,"Maven Toys Morelia 1","Morelia","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,33,"positive_stock",78,164,1.82,18.1,110.3,4.00,2458.36,656.00,362.67
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",10,"Dinosaur Figures","Toys",10.99,14.99,34,"positive_stock",69,178,1.98,17.2,158.0,4.00,2668.22,712.00,373.66
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,68,"positive_stock",98,13,0.14,470.8,-86.7,4.00,194.87,52.00,747.32
39,"Maven Toys Xalapa 2","Xalapa","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,49,"positive_stock",48,246,2.73,17.9,412.5,4.00,3687.54,984.00,538.51
40,"Maven Toys Toluca 2","Toluca","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,66,"positive_stock",37,119,1.32,49.9,221.6,4.00,1783.81,476.00,725.34
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,94,"positive_stock",100,187,2.08,45.2,87.0,4.00,2803.13,748.00,1033.06
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,39,"positive_stock",47,46,0.51,76.3,-2.1,4.00,689.54,184.00,428.61
43,"Maven Toys Durango 1","Durango","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,49,"positive_stock",0,55,0.61,80.2,NULL,4.00,824.45,220.00,538.51
44,"Maven Toys Puebla 3","Puebla","Residential",10,"Dinosaur Figures","Toys",10.99,14.99,41,"positive_stock",227,100,1.11,36.9,-55.9,4.00,1499.00,400.00,450.59
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,42,"positive_stock",166,94,1.04,40.2,-43.4,4.00,1409.06,376.00,461.58
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,71,"positive_stock",79,220,2.44,29.0,178.5,4.00,3297.80,880.00,780.29
47,"Maven Toys Monterrey 4","Monterrey","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,20,"positive_stock",15,217,2.41,8.3,1346.7,4.00,3252.83,868.00,219.80
48,"Maven Toys Saltillo 2","Saltillo","Commercial",10,"Dinosaur Figures","Toys",10.99,14.99,52,"positive_stock",102,89,0.99,52.6,-12.7,4.00,1334.11,356.00,571.48
49,"Maven Toys Culiacan 1","Culiacan","Downtown",10,"Dinosaur Figures","Toys",10.99,14.99,36,"positive_stock",151,86,0.96,37.7,-43.0,4.00,1289.14,344.00,395.64
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",10,"Dinosaur Figures","Toys",10.99,14.99,34,"positive_stock",13,13,0.14,235.4,0.0,4.00,194.87,52.00,373.66
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",11,"Etch A Sketch","Art & Crafts",10.99,20.99,19,"positive_stock",171,76,0.84,22.5,-55.6,10.00,1595.24,760.00,208.81
2,"Maven Toys Monterrey 1","Monterrey","Residential",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",14,20,0.22,0.0,42.9,10.00,419.80,200.00,0.00
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,13,"positive_stock",99,14,0.16,83.6,-85.9,10.00,293.86,140.00,142.87
4,"Maven Toys Saltillo 1","Saltillo","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,3,"positive_stock",40,38,0.42,7.1,-5.0,10.00,797.62,380.00,32.97
5,"Maven Toys La Paz 1","La Paz","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",46,46,0.51,0.0,0.0,10.00,965.54,460.00,0.00
6,"Maven Toys Mexicali 1","Mexicali","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,20,"positive_stock",42,59,0.66,30.5,40.5,10.00,1238.41,590.00,219.80
7,"Maven Toys Monterrey 2","Monterrey","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,7,"positive_stock",59,18,0.20,35.0,-69.5,10.00,377.82,180.00,76.93
8,"Maven Toys Pachuca 1","Pachuca","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,8,"positive_stock",56,51,0.57,14.1,-8.9,10.00,1070.49,510.00,87.92
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,1,"positive_stock",75,45,0.50,2.0,-40.0,10.00,944.55,450.00,10.99
10,"Maven Toys Campeche 1","Campeche","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,9,"positive_stock",67,40,0.44,20.3,-40.3,10.00,839.60,400.00,98.91
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,9,"positive_stock",29,34,0.38,23.8,17.2,10.00,713.66,340.00,98.91
12,"Maven Toys Chetumal 1","Chetumal","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,8,"positive_stock",64,25,0.28,28.8,-60.9,10.00,524.75,250.00,87.92
13,"Maven Toys Mexicali 2","Mexicali","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",57,43,0.48,0.0,-24.6,10.00,902.57,430.00,0.00
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,10,"positive_stock",44,135,1.50,6.7,206.8,10.00,2833.65,1350.00,109.90
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,28,"positive_stock",18,13,0.14,193.8,-27.8,10.00,272.87,130.00,307.72
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,12,"positive_stock",139,50,0.56,21.6,-64.0,10.00,1049.50,500.00,131.88
17,"Maven Toys Toluca 1","Toluca","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,6,"positive_stock",181,108,1.20,5.0,-40.3,10.00,2266.92,1080.00,65.94
18,"Maven Toys Merida 1","Merida","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,12,"positive_stock",5,46,0.51,23.5,820.0,10.00,965.54,460.00,131.88
19,"Maven Toys Puebla 1","Puebla","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",49,13,0.14,0.0,-73.5,10.00,272.87,130.00,0.00
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,3,"positive_stock",95,44,0.49,6.1,-53.7,10.00,923.56,440.00,32.97
21,"Maven Toys Santiago 1","Santiago","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,11,"positive_stock",122,20,0.22,49.5,-83.6,10.00,419.80,200.00,120.89
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,7,"positive_stock",62,80,0.89,7.9,29.0,10.00,1679.20,800.00,76.93
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,18,"positive_stock",3,27,0.30,60.0,800.0,10.00,566.73,270.00,197.82
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,13,"positive_stock",80,38,0.42,30.8,-52.5,10.00,797.62,380.00,142.87
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,3,"positive_stock",69,96,1.07,2.8,39.1,10.00,2015.04,960.00,32.97
26,"Maven Toys Campeche 2","Campeche","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,2,"positive_stock",6,54,0.60,3.3,800.0,10.00,1133.46,540.00,21.98
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",31,17,0.19,0.0,-45.2,10.00,356.83,170.00,0.00
28,"Maven Toys Puebla 2","Puebla","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,4,"positive_stock",143,89,0.99,4.0,-37.8,10.00,1868.11,890.00,43.96
29,"Maven Toys Xalapa 1","Xalapa","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,8,"positive_stock",43,64,0.71,11.3,48.8,10.00,1343.36,640.00,87.92
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",11,"Etch A Sketch","Art & Crafts",10.99,20.99,3,"positive_stock",104,108,1.20,2.5,3.8,10.00,2266.92,1080.00,32.97
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",11,"Etch A Sketch","Art & Crafts",10.99,20.99,8,"positive_stock",117,140,1.56,5.1,19.7,10.00,2938.60,1400.00,87.92
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",11,"Etch A Sketch","Art & Crafts",10.99,20.99,6,"positive_stock",141,82,0.91,6.6,-41.8,10.00,1721.18,820.00,65.94
33,"Maven Toys Monterrey 3","Monterrey","Airport",11,"Etch A Sketch","Art & Crafts",10.99,20.99,4,"positive_stock",0,92,1.02,3.9,NULL,10.00,1931.08,920.00,43.96
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,18,"positive_stock",44,17,0.19,95.3,-61.4,10.00,356.83,170.00,197.82
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,8,"positive_stock",0,0,0.00,NULL,NULL,10.00,0.00,0.00,87.92
36,"Maven Toys Morelia 1","Morelia","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,1,"positive_stock",24,27,0.30,3.3,12.5,10.00,566.73,270.00,10.99
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",11,"Etch A Sketch","Art & Crafts",10.99,20.99,7,"positive_stock",14,104,1.16,6.1,642.9,10.00,2182.96,1040.00,76.93
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,2,"positive_stock",38,11,0.12,16.4,-71.1,10.00,230.89,110.00,21.98
39,"Maven Toys Xalapa 2","Xalapa","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,2,"positive_stock",84,88,0.98,2.0,4.8,10.00,1847.12,880.00,21.98
40,"Maven Toys Toluca 2","Toluca","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,10,"positive_stock",76,69,0.77,13.0,-9.2,10.00,1448.31,690.00,109.90
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",45,71,0.79,0.0,57.8,10.00,1490.29,710.00,0.00
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,20,"positive_stock",56,64,0.71,28.1,14.3,10.00,1343.36,640.00,219.80
43,"Maven Toys Durango 1","Durango","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,3,"positive_stock",41,62,0.69,4.4,51.2,10.00,1301.38,620.00,32.97
44,"Maven Toys Puebla 3","Puebla","Residential",11,"Etch A Sketch","Art & Crafts",10.99,20.99,0,"confirmed_zero_stock",39,129,1.43,0.0,230.8,10.00,2707.71,1290.00,0.00
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,10,"positive_stock",55,26,0.29,34.6,-52.7,10.00,545.74,260.00,109.90
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,12,"positive_stock",109,81,0.90,13.3,-25.7,10.00,1700.19,810.00,131.88
47,"Maven Toys Monterrey 4","Monterrey","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,10,"positive_stock",143,98,1.09,9.2,-31.5,10.00,2057.02,980.00,109.90
48,"Maven Toys Saltillo 2","Saltillo","Commercial",11,"Etch A Sketch","Art & Crafts",10.99,20.99,6,"positive_stock",9,17,0.19,31.8,88.9,10.00,356.83,170.00,65.94
49,"Maven Toys Culiacan 1","Culiacan","Downtown",11,"Etch A Sketch","Art & Crafts",10.99,20.99,18,"positive_stock",197,92,1.02,17.6,-53.3,10.00,1931.08,920.00,197.82
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",11,"Etch A Sketch","Art & Crafts",10.99,20.99,20,"positive_stock",68,45,0.50,40.0,-33.8,10.00,944.55,450.00,219.80
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,3,"positive_stock",37,52,0.58,5.2,40.5,3.00,623.48,156.00,26.97
2,"Maven Toys Monterrey 1","Monterrey","Residential",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,2,"positive_stock",43,41,0.46,4.4,-4.7,3.00,491.59,123.00,17.98
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,4,"positive_stock",59,15,0.17,24.0,-74.6,3.00,179.85,45.00,35.96
4,"Maven Toys Saltillo 1","Saltillo","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,7,"positive_stock",67,82,0.91,7.7,22.4,3.00,983.18,246.00,62.93
5,"Maven Toys La Paz 1","La Paz","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,0,"confirmed_zero_stock",33,52,0.58,0.0,57.6,3.00,623.48,156.00,0.00
6,"Maven Toys Mexicali 1","Mexicali","Commercial",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,2,"positive_stock",26,27,0.30,6.7,3.8,3.00,323.73,81.00,17.98
7,"Maven Toys Monterrey 2","Monterrey","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,38,"positive_stock",150,44,0.49,77.7,-70.7,3.00,527.56,132.00,341.62
8,"Maven Toys Pachuca 1","Pachuca","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,4,"positive_stock",103,44,0.49,8.2,-57.3,3.00,527.56,132.00,35.96
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,6,"positive_stock",103,8,0.09,67.5,-92.2,3.00,95.92,24.00,53.94
10,"Maven Toys Campeche 1","Campeche","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,15,"positive_stock",94,55,0.61,24.5,-41.5,3.00,659.45,165.00,134.85
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,17,"positive_stock",76,31,0.34,49.4,-59.2,3.00,371.69,93.00,152.83
12,"Maven Toys Chetumal 1","Chetumal","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,10,"positive_stock",61,20,0.22,45.0,-67.2,3.00,239.80,60.00,89.90
13,"Maven Toys Mexicali 2","Mexicali","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,0,"confirmed_zero_stock",62,110,1.22,0.0,77.4,3.00,1318.90,330.00,0.00
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,2,"positive_stock",55,54,0.60,3.3,-1.8,3.00,647.46,162.00,17.98
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,0,"confirmed_zero_stock",70,87,0.97,0.0,24.3,3.00,1043.13,261.00,0.00
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,12,"positive_stock",74,23,0.26,47.0,-68.9,3.00,275.77,69.00,107.88
17,"Maven Toys Toluca 1","Toluca","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,10,"positive_stock",149,69,0.77,13.0,-53.7,3.00,827.31,207.00,89.90
18,"Maven Toys Merida 1","Merida","Downtown",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,3,"positive_stock",20,2,0.02,135.0,-90.0,3.00,23.98,6.00,26.97
19,"Maven Toys Puebla 1","Puebla","Commercial",12,"Foam Disk Launcher","Sports & Outdoors",8.99,11.99,3,"positive_stock",67,151,1.68,1.8,125.4,3.00,1810.49,453.00,26.97
